buyer_id,name,state_license,address,city,state,zip,industry,type,buyer_group,buyer_type,disabled
252037,Green Gold Group- Marlborough,MR283723,910 Boston Post Rd E Suite 100,Marlborough,39,01527,Recreational,Dispensary,Green Gold Group,Retail,False
192040,Green Gold Group- Charlton,MR281791,46 Worcester rd,charlton,39,01507,Medical,,Green Gold Group,Retail,False
192283,Trinity Naturals,83-4484332,270 Second Street,Chelsea,39,02150,Recreational,Dispensary,Trinity Naturals,Retail,False
192351,Embr - Classy Treats LLC,MR284652,461 Boston Rd / SS Boston Rd,Springfield,39,01109,Recreational,Dispensary,Classy Treats LLC,Retail,False
192618,Seagrass,MR281844,3 Dodge Street,Salem,39,01970,,,"CTDW, LLC dba Seagrass",Retail,False
252039,Leaf Joy,MR284606,1 Main Rd,Gill,39,01354,Recreational,Dispensary,Green Gold Group,Retail,False
252038,Green Gold Group - Western Front Chelsea,MR281907,121 Webster ave,Chelsea,39,02150,Recreational,Dispensary,Green Gold Group,Retail,False
243649,Fine Fettle - West Springfield,MR284920,175 Memorial Ave,Springfield,39,01089,Recreational,Dispensary,"Fine Fettle (FFD Enterprices MA, Inc - Ipswich Pharmaceutical Assoc.)",Retail,False
193332,Legal Greens - Brockton,MR282937,75 Pleasant Street,Brockton,39,02301,Recreational,Dispensary,Legal Greens,Retail,False
229037,Holistic Industries - Somerville (Med),RMD685-R,304 Somerville Ave,Somerville,39,02143,Recreational,Dispensary,Holistic Industries,Multi,False
193739,"Simplicity (Haze of Grafton, LLC)",MR282399,135 Westboro rd,North Grafton,39,01536,Recreational,Dispensary,"Simplicity (Haze of Grafton, LLC)",Retail,False
245318,Joint Operations - Worcester,MR285223,142 Southbridge St,Worcester,39,01608,Recreational,Dispensary,Joint Operations dba Jo (Mendon/Rowley/Gardner/Worcester),Retail,False
194744,Garden Remedies,,,,,,,,,Retail,False
252626,Green Meadows - Marlborough,MR285191,239 Boston Post Rd West,Marlborough,39,01752,Recreational,,Green Meadows -Retail,Retail,False
255347,Hyecorp,MRN282460,327 North Pearl Street,Brockton,39,02301,Recreational,Dispensary,,Retail,False
255371,Boston Smoke,MR284224,1589 Columbus Ave,Boston,39,02119,Recreational,Dispensary,Green Heart,Retail,False
255346,Hidden Wonders,MRN285040,27 Robert J Way,Plymouth,39,02360,Recreational,Dispensary,,Retail,False
255666,Green Gold RMD,RMD786-P,60 Prospect St,North Brookfield,39,01535,,Processor,,Multi,False
